"","Name","Location","Year","Kilometers_Driven","Owner_Type","Mileage","Engine","Power","Seats","Price","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","TransmissionManual","Age"
"3385","Honda City i VTEC VX","Hyderabad",2016,36891,"First",178,1497,1173,5,10.49,0,0,1,1,8
"3386","Mahindra Quanto C4","Hyderabad",2012,90049,"First",1721,1493,100,7,3.8,1,0,0,1,12
"3387","Audi A4 2.0 TDI Multitronic","Ahmedabad",2012,74002,"First",1655,1968,140,5,18.5,1,0,0,0,12
"3388","Hyundai Sonata Transform 2.4 GDi AT","Kolkata",2013,41000,"First",1237,2359,19825,5,6,0,0,1,0,11
"3389","Hyundai Verna 1.6 SX","Hyderabad",2012,83678,"First",2232,1582,12632,5,5.5,1,0,0,1,12
"3390","Maruti Wagon R LXI BS IV","Pune",2010,91000,"First",189,998,671,5,2.3,0,0,1,1,14
"3391","Maruti Ertiga SHVS ZDI Plus","Jaipur",2016,50000,"First",2452,1248,885,7,8.7,1,0,0,1,8
"3392","Hyundai Xcent 1.1 CRDi S Option","Delhi",2015,58000,"First",244,1120,7101,5,4.95,1,0,0,1,9
"3393","Maruti Swift VDI","Jaipur",2012,80000,"First",229,1248,74,5,4.25,1,0,0,1,12
"3394","Mahindra XUV500 W6 2WD","Kochi",2017,41290,"Second",160,2179,140,7,10.94,1,0,0,1,7
"3395","BMW 5 Series 520d Luxury Line","Delhi",2013,65000,"First",2248,1995,190,5,21.26,1,0,0,0,11
"3396","Toyota Corolla Altis 1.8 G","Bangalore",2016,16471,"Second",1428,1798,13803,5,11.5,0,0,1,1,8
"3397","Hyundai i20 Asta 1.4 CRDi","Pune",2015,54339,"Second",2254,1396,8873,5,6,1,0,0,1,9
"3398","Mahindra KUV 100 mFALCON G80 K2","Hyderabad",2016,24025,"First",1815,1198,82,6,4.1,0,0,1,1,8
"3399","Maruti Alto 800 2016-2019 LXI","Kolkata",2013,24027,"First",247,796,473,5,2.01,0,0,1,1,11
"3400","Fiat Punto EVO 1.2 Emotion","Hyderabad",2010,59270,"First",157,1172,67,5,2.6,0,0,1,1,14
"3401","Maruti Wagon R VXI BS IV","Kolkata",2012,40000,"First",189,998,671,5,2.35,0,0,1,1,12
"3402","Mitsubishi Pajero 4X4 LHD","Bangalore",2012,155566,"Second",95,2835,1186,6,9.15,1,0,0,1,12
"3403","Honda Brio EX MT","Chennai",2013,42320,"First",194,1198,868,5,2.9,0,0,1,1,11
"3404","Hyundai i20 Asta Option 1.4 CRDi","Coimbatore",2017,24153,"Second",2254,1396,8873,5,9.18,1,0,0,1,7
"3405","Hyundai Creta 1.6 SX Plus Petrol Automatic","Mumbai",2016,27000,"First",130,1591,1213,5,11.45,0,0,1,0,8
"3406","Honda Amaze S i-VTEC","Kochi",2017,61795,"First",178,1198,867,5,5.53,0,0,1,1,7
"3407","Mahindra KUV 100 mFALCON G80 K6 Plus","Chennai",2016,13500,"First",1815,1198,82,6,3.75,0,0,1,1,8
"3408","Honda City i-VTEC CVT VX","Pune",2018,4500,"First",180,1497,1173,5,12.5,0,0,1,0,6
"3409","Mahindra XUV500 AT W10 FWD","Mumbai",2017,23000,"First",160,2179,140,7,15.5,1,0,0,0,7
"3410","Mercedes-Benz New C-Class 220 CDI AT","Mumbai",2013,80578,"Second",1484,2143,170,5,14.5,1,0,0,0,11
"3411","Renault Duster 110PS Diesel RxZ AMT","Coimbatore",2017,42646,"First",196,1461,10845,5,12.46,1,0,0,0,7
"3412","Volkswagen Polo 1.2 MPI Comfortline","Bangalore",2014,30000,"Second",1647,1198,74,5,5.25,0,0,1,1,10
"3413","BMW 5 Series 520d Sedan","Delhi",2012,90000,"First",1848,NA,NA,NA,14.5,1,0,0,0,12
"3414","Mercedes-Benz S Class 2005 2013 S 350 CDI","Bangalore",2009,98000,"Second",135,2987,282,5,25,1,0,0,0,15
"3415","Hyundai Santro GLS II - Euro II","Kochi",2012,66400,"First",0,NA,NA,NA,2.66,0,0,1,1,12
"3416","Jaguar XJ 3.0L Premium Luxury","Hyderabad",2012,50000,"First",129,2993,27123,4,45,1,0,0,0,12
"3417","Maruti Swift VDI","Jaipur",2015,63310,"First",284,1248,74,5,5.1,1,0,0,1,9
"3418","Honda Amaze S i-Dtech","Delhi",2014,66000,"First",258,1498,986,5,3.5,1,0,0,1,10
"3419","BMW 3 Series 320d Highline","Ahmedabad",2011,74000,"Second",1607,1995,181,5,12.5,1,0,0,0,13
"3420","Hyundai Verna 1.4 EX","Hyderabad",2012,93000,"First",235,1396,887,5,5.55,1,0,0,1,12
"3421","Toyota Fortuner 4x2 4 Speed AT","Delhi",2015,70000,"First",115,2982,169,7,19.48,1,0,0,0,9
"3422","Maruti Swift VXI","Ahmedabad",2012,48772,"First",186,1197,858,5,3.91,0,0,1,1,12
"3423","Chevrolet Beat LS","Chennai",2010,66000,"First",186,1199,794,5,2.19,0,0,1,1,14
"3424","Hyundai Grand i10 Asta Option AT","Coimbatore",2017,27417,"First",189,1197,82,5,6.89,0,0,1,0,7
"3425","Ford Figo Petrol ZXI","Coimbatore",2011,51593,"Second",156,1196,70,5,3.47,0,0,1,1,13
"3426","Maruti Swift VXI BSIII","Pune",2010,75000,"First",161,1298,882,5,2.85,0,0,1,1,14
"3427","Audi A4 35 TDI Premium","Coimbatore",2016,39237,"First",1711,1968,17433,5,25.64,1,0,0,0,8
"3428","Honda City V MT","Kochi",2018,11966,"First",168,1497,1163,5,10.28,0,0,1,1,6
"3429","Honda Jazz V","Hyderabad",2015,37000,"First",182,1199,887,5,6.3,0,0,1,1,9
"3430","Volkswagen Polo 1.5 TDI Highline","Chennai",2014,70920,"First",2014,1498,888,5,4.75,1,0,0,1,10
"3431","Nissan Terrano XL D Option","Hyderabad",2013,65280,"First",1987,1461,8314,5,5.8,1,0,0,1,11
"3432","Land Rover Discovery Sport SD4 HSE Luxury 7S","Hyderabad",2016,62000,"First",1251,2179,1877,7,44.5,1,0,0,0,8
"3433","Hyundai i20 Magna Optional 1.2","Kochi",2014,44525,"First",185,1197,829,5,4.65,0,0,1,1,10
"3434","Honda City 1.5 E MT","Jaipur",2009,86863,"First",170,1497,118,5,3.6,0,0,1,1,15
"3435","Mahindra XUV500 W10 AWD","Hyderabad",2015,102626,"First",160,2179,140,7,12.25,1,0,0,1,9
"3436","Jeep Compass 2.0 Limited Option 4X4","Jaipur",2017,45000,"First",163,1956,170,5,20,1,0,0,1,7
"3437","Mahindra XUV500 W10 AWD","Jaipur",2017,22000,"First",160,2179,140,7,16,1,0,0,1,7
"3438","Mahindra Scorpio VLX 4WD AIRBAG AT BSIV","Coimbatore",2011,108905,"Second",1179,2179,120,8,6.21,1,0,0,0,13
"3439","Datsun GO Plus T","Kolkata",2016,12800,"First",1944,1198,67,7,3.25,0,0,1,1,8
"3440","Mahindra Scorpio S6 Plus 7 Seater","Kolkata",2016,32000,"First",154,2179,120,7,9.75,1,0,0,1,8
"3441","Honda Amaze S AT i-Vtech","Mumbai",2014,39000,"First",155,1198,867,5,4.45,0,0,1,0,10
"3442","Honda City i-DTEC ZX","Pune",2017,42000,"First",256,1498,986,5,12,1,0,0,1,7
"3443","Tata Indigo GLE","Chennai",2008,73000,"First",144,1396,65,5,0.8,0,0,1,1,16
"3444","Hyundai Grand i10 1.2 CRDi Sportz","Chennai",2018,48000,"First",240,1186,7397,5,5.95,1,0,0,1,6
"3445","Hyundai Verna 1.4 CX VTVT","Kolkata",2014,19000,"First",1743,1396,1055,5,5.25,0,0,1,1,10
"3446","Toyota Innova Crysta 2.4 VX MT","Coimbatore",2019,33598,"First",1368,2393,1478,7,22.2,1,0,0,1,5
"3447","BMW X1 sDrive20d","Jaipur",2012,63000,"First",1705,1995,184,5,13.5,1,0,0,0,12
"3448","Volkswagen Jetta 2013-2015 2.0L TDI Highline AT","Chennai",2015,48000,"First",1696,1968,13803,5,13.5,1,0,0,0,9
"3449","Ford Figo Diesel ZXI","Delhi",2014,66000,"First",200,1399,6805,5,3.47,1,0,0,1,10
"3450","Mahindra Ssangyong Rexton RX7","Ahmedabad",2013,80000,"Second",1118,2696,184,7,9.5,1,0,0,0,11
"3451","Volkswagen Vento Petrol Highline","Chennai",2011,37000,"First",1504,1598,1036,5,4.8,0,0,1,1,13
"3452","Skoda Rapid 1.6 MPI Ambition With Alloy Wheel","Kochi",2016,35058,"First",150,1598,10352,5,6.54,0,0,1,1,8
"3453","Volkswagen Polo Petrol Comfortline 1.2L","Delhi",2012,52000,"First",1647,1198,739,5,3.1,0,0,1,1,12
"3454","Maruti S Cross DDiS 200 Delta","Hyderabad",2015,61313,"First",2365,1248,885,5,7.99,1,0,0,1,9
"3455","Toyota Corolla Altis G","Kolkata",2009,45000,"Second",1453,1798,1381,5,3.3,0,0,1,1,15
"3456","Maruti Ertiga ZDI","Bangalore",2015,74000,"First",2077,1248,888,7,8.75,1,0,0,1,9
"3457","Hyundai i10 Asta Sunroof AT","Hyderabad",2013,89000,"First",192,1197,80,5,4.19,0,0,1,0,11
"3458","Mercedes-Benz CLA 200 CDI Sport","Kochi",2019,13414,"First",179,2143,136,5,30.77,1,0,0,0,5
"3459","Honda City ZX VTEC","Jaipur",2006,95000,"Second",169,1497,100,5,2.11,0,0,1,1,18
"3460","Mahindra KUV 100 G80 K8","Jaipur",2018,15900,"First",1815,1198,82,6,6.25,0,0,1,1,6
"3461","Toyota Fortuner 3.0 Diesel","Delhi",2011,151000,"First",115,2982,171,7,11.4,1,0,0,1,13
"3462","Honda City 1.5 V MT","Bangalore",2011,65000,"First",170,1497,118,5,5.2,0,0,1,1,13
"3463","Audi A6 35 TDI Matrix","Coimbatore",2017,36824,"First",1853,1968,18774,5,39.84,1,0,0,0,7
"3464","Ford Figo Diesel ZXI","Coimbatore",2013,65287,"First",200,1399,6805,5,4.45,1,0,0,1,11
"3465","Mercedes-Benz GLA Class 200 CDI","Kolkata",2014,52000,"First",179,2143,136,5,19.5,1,0,0,0,10
"3466","Chevrolet Aveo U-VA 1.2 LS","Hyderabad",2007,33000,"First",1526,1150,749,5,1.75,0,0,1,1,17
"3467","Ford Figo 2015-2019 1.5D Titanium MT","Hyderabad",2016,71000,"First",2583,1498,99,5,5.1,1,0,0,1,8
"3468","Hyundai Elantra CRDi SX AT","Delhi",2013,71000,"First",227,1582,1262,5,6.8,1,0,0,0,11
"3469","Maruti Baleno Zeta CVT","Kolkata",2016,20000,"First",214,1197,831,5,5.74,0,0,1,0,8
"3470","Maruti Swift LXi BSIV","Hyderabad",2010,71000,"First",161,1197,85,5,3.3,0,0,1,1,14
"3471","Mercedes-Benz CLS-Class 2006-2010 350 CDI","Hyderabad",2010,29000,"First",99,3498,27172,4,32,1,0,0,0,14
"3472","BMW 3 Series Luxury Line","Ahmedabad",2016,27000,"First",2176,1995,190,5,35,1,0,0,0,8
"3473","Maruti Dzire AMT ZDI Plus","Chennai",2017,19000,"First",284,1248,7375,5,8.9,1,0,0,0,7
"3474","Hyundai Verna 1.6 SX VTVT","Mumbai",2011,58000,"Second",1701,1591,1213,5,4,0,0,1,1,13
"3475","Jeep Compass 2.0 Longitude","Kochi",2018,42203,"First",171,1956,170,5,19.46,1,0,0,1,6
"3476","Hyundai Sonata Embera 2.0L CRDi AT","Hyderabad",2009,94000,"First",114,1991,142,5,5.25,1,0,0,0,15
"3477","Tata Nexon 1.5 Revotorq XZ Plus Dual Tone","Kolkata",2018,4900,"First",215,1497,1085,5,9.22,1,0,0,1,6
"3478","Hyundai EON Era Plus","Jaipur",2013,70000,"First",211,814,552,5,1.8,0,0,1,1,11
"3479","BMW 5 Series 2013-2017 530d M Sport","Kochi",2015,65266,"First",1469,2993,258,5,31.75,1,0,0,0,9
"3480","Maruti Ertiga VDI","Delhi",2014,54569,"First",2077,1248,8876,7,5.99,1,0,0,1,10
"3481","Honda Amaze E i-Vtech","Kochi",2015,51361,"First",180,1198,867,5,4.94,0,0,1,1,9
"3482","Ford Fiesta 1.4 Duratec ZXI","Jaipur",2007,125000,"Third",166,1388,68,5,1.5,0,0,1,1,17
"3483","Honda Civic 2006-2010 1.8 V MT","Bangalore",2008,66000,"Third",135,1799,130,5,3.25,0,0,1,1,16
"3484","Maruti Ertiga ZDI","Delhi",2014,22281,"First",2077,1248,888,7,6.5,1,0,0,1,10
"3485","Hyundai Grand i10 CRDi Sportz","Delhi",2013,63210,"First",240,1120,70,5,3.71,1,0,0,1,11
"3486","Hyundai Xcent 1.2 VTVT E Plus","Pune",2018,31000,"First",2014,1197,8186,5,5,0,0,1,1,6
"3487","Hyundai i10 Era","Ahmedabad",2008,60000,"First",1981,1086,6805,5,1.99,0,0,1,1,16
"3488","Honda Amaze S i-Vtech","Mumbai",2017,32006,"First",180,1198,867,5,4.25,0,0,1,1,7
"3489","Audi A6 2.7 TDI","Ahmedabad",2009,78000,"First",124,2698,1795,5,8,1,0,0,0,15
"3490","Hyundai i10 Magna 1.2 iTech SE","Mumbai",2011,9489,"First",2036,1197,789,5,2.95,0,0,1,1,13
"3491","Renault KWID RXT Optional","Pune",2018,5000,"First",2517,799,533,5,3.5,0,0,1,1,6
"3492","Audi A4 New 2.0 TDI Multitronic","Jaipur",2012,60000,"Second",152,1968,1408,5,16,1,0,0,0,12
"3493","Maruti Alto 800 LXI Airbag","Jaipur",2015,50000,"First",2274,796,473,5,2.75,0,0,1,1,9
"3494","Honda City i VTEC VX Option","Delhi",2015,53000,"First",178,1497,1173,5,6.95,0,0,1,1,9
"3495","Mercedes-Benz New C-Class C250 Avantgarde","Delhi",2011,64000,"Second",1174,1796,186,5,12.5,0,0,1,0,13
"3496","Audi Q5 3.0 TDI Quattro Technology","Coimbatore",2017,43827,"First",1322,2967,2414,5,36.83,1,0,0,0,7
"3497","Volkswagen Polo 1.2 MPI Comfortline","Pune",2011,36431,"First",162,1199,74,5,2.7,0,0,1,1,13
"3498","Hyundai Creta 1.4 E Plus Diesel","Mumbai",2017,35000,"First",2138,1396,887,5,9.9,1,0,0,1,7
"3499","Honda City 1.5 V MT","Kochi",2011,94832,"First",170,1497,118,5,3.83,0,0,1,1,13
"3500","Honda City 1.5 S MT","Coimbatore",2012,88381,"First",170,1497,118,5,5.25,0,0,1,1,12
"3501","Maruti S Cross DDiS 320 Alpha","Kolkata",2016,45194,"First",227,1598,118,5,7.75,1,0,0,1,8
"3502","Maruti SX4 Vxi BSIV","Mumbai",2010,66000,"Second",1651,1586,1032,5,2.46,0,0,1,1,14
"3503","Maruti Swift Dzire VDI","Kolkata",2014,38578,"First",234,1248,74,5,3.96,1,0,0,1,10
"3504","Maruti Ertiga ZDI","Chennai",2015,40000,"First",2077,1248,888,7,8.25,1,0,0,1,9
"3505","Hyundai i20 1.2 Spotz","Coimbatore",2018,20632,"First",186,1197,8183,5,7.58,0,0,1,1,6
"3506","Hyundai Grand i10 CRDi Magna","Hyderabad",2014,73042,"First",240,1120,70,5,3.99,1,0,0,1,10
"3507","Honda City i VTEC SV","Delhi",2014,54257,"First",174,1497,1173,5,6.25,0,0,1,1,10
"3508","Skoda Rapid 1.6 TDI Elegance","Hyderabad",2013,93000,"First",205,1598,1035,5,5,1,0,0,1,11
"3509","Mercedes-Benz E-Class E270 CDI","Hyderabad",2005,102000,"Second",110,2987,1985,5,4.65,1,0,0,0,19
"3510","Hyundai Santa Fe 4WD AT","Coimbatore",2016,28881,"First",1301,2199,1943,7,21.37,1,0,0,0,8
"3511","Maruti Alto LXi","Hyderabad",2007,52195,"First",197,796,463,5,1.75,0,0,1,1,17
"3512","ISUZU D-MAX V-Cross 4X4","Coimbatore",2018,20422,"First",124,2499,134,5,16.09,1,0,0,1,6
"3513","Hyundai Verna 1.4 CRDi GL","Kolkata",2012,38000,"First",248,1396,887,5,4.1,1,0,0,1,12
"3514","Ford Figo Diesel ZXI","Coimbatore",2015,92885,"First",200,1399,68,5,3.56,1,0,0,1,9
"3515","Honda City 1.5 S MT","Pune",2010,43000,"Second",170,1497,118,5,4.21,0,0,1,1,14
"3516","Hyundai Verna 1.6 CRDi S","Delhi",2015,57000,"First",239,1582,1262,5,6.6,1,0,0,1,9
"3517","Hyundai Creta 1.6 SX Plus Petrol Automatic","Coimbatore",2018,32434,"First",130,1591,1213,5,14.35,0,0,1,0,6
"3518","Ford Ecosport 1.5 DV5 MT Titanium","Hyderabad",2017,32000,"First",227,1498,8984,5,9.5,1,0,0,1,7
"3519","BMW X6 xDrive30d","Delhi",2011,59000,"First",112,2993,241,4,21.9,1,0,0,0,13
"3520","BMW 5 Series 2013-2017 520d Luxury Line","Coimbatore",2016,76467,"First",1812,1995,190,5,30.45,1,0,0,0,8
"3521","Ford Figo Aspire 1.5 TDCi Ambiente","Hyderabad",2016,100000,"First",2583,1498,99,5,5.1,1,0,0,1,8
"3522","Hyundai Verna VTVT 1.6 AT EX","Pune",2013,37086,"First",170,1591,1213,5,5.44,0,0,1,0,11
"3523","Ford Ikon 1.4 TDCi DuraTorq","Jaipur",2010,135000,"First",138,1399,68,5,1.6,1,0,0,1,14
"3524","Audi A6 2011-2015 2.0 TDI","Kochi",2014,54862,"First",1768,1968,17433,5,16.67,1,0,0,0,10
"3525","Hyundai i20 2015-2017 Sportz AT 1.4","Pune",2012,56200,"First",150,1396,986,5,3.85,0,0,1,0,12
"3526","Toyota Fortuner 2.8 4WD MT","Kochi",2011,169006,"First",1424,2755,1745,7,10.64,1,0,0,1,13
"3527","Renault KWID RXT","Bangalore",2016,20229,"First",2517,799,533,5,3.5,0,0,1,1,8
"3528","Chevrolet Spark 1.0 LT","Chennai",2008,62000,"Third",180,995,62,5,1.1,0,0,1,1,16
"3529","Hyundai Verna Transform VTVT","Hyderabad",2011,51500,"Second",162,1599,1032,5,2.6,0,0,1,1,13
"3530","BMW 3 Series 320d Sport Line","Hyderabad",2012,69000,"First",1888,1995,184,5,18.5,1,0,0,0,12
"3531","Maruti Swift Dzire VDI","Hyderabad",2015,62476,"First",2659,1248,74,5,7.95,1,0,0,1,9
"3532","Hyundai Xcent 1.2 CRDi E Plus","Jaipur",2017,60500,"First",254,1186,7397,5,5.49,1,0,0,1,7
"3533","Honda Jazz V CVT","Mumbai",2017,17978,"First",190,1199,887,5,6.95,0,0,1,0,7
"3534","Tata Indigo LS","Jaipur",2008,300000,"First",170,1405,70,5,1,1,0,0,1,16
"3535","Ford Fiesta Classic 1.4 Duratorq CLXI","Chennai",2013,123000,"Second",178,1399,67,5,4.45,1,0,0,1,11
"3536","Maruti S-Cross Alpha DDiS 200 SH","Kolkata",2016,45296,"First",251,1248,885,5,6.99,1,0,0,1,8
"3537","Maruti SX4 Zxi with Leather BSIII","Coimbatore",2008,77325,"First",156,1586,10468,5,3.51,0,0,1,1,16
"3538","Maruti Baleno Zeta Automatic","Kochi",2018,25858,"First",214,1197,831,5,7.54,0,0,1,0,6
"3539","Maruti Ritz LDi","Bangalore",2016,120000,"First",232,1248,7394,5,3.65,1,0,0,1,8
"3540","Hyundai Elantra CRDi SX AT","Ahmedabad",2016,22000,"First",195,1582,12624,5,16,1,0,0,0,8
"3541","Chevrolet Spark 1.0 LT","Kolkata",2012,11000,"First",162,995,621,5,1.4,0,0,1,1,12
"3542","Hyundai i20 1.2 Spotz","Mumbai",2017,3900,"First",186,1197,8183,5,6.45,0,0,1,1,7
"3543","Hyundai Xcent 1.1 CRDi Base","Hyderabad",2016,106092,"First",244,1120,71,5,4.4,1,0,0,1,8
"3544","Honda Jazz 1.2 V CVT i VTEC","Delhi",2015,27000,"First",190,1199,887,5,5.95,0,0,1,0,9
"3545","Honda Brio S MT","Ahmedabad",2013,11000,"First",194,1198,868,5,3.9,0,0,1,1,11
"3546","Mercedes-Benz E-Class E250 CDI Avantgrade","Coimbatore",2016,39753,"First",130,2143,2011,5,35.28,1,0,0,0,8
"3547","Tata Hexa XT","Pune",2017,39800,"First",176,2179,15386,7,14.25,1,0,0,1,7
"3548","Hyundai Xcent 1.1 CRDi Base","Pune",2017,73000,"First",244,1120,71,5,4.5,1,0,0,1,7
"3549","Ford Ecosport 1.5 DV5 MT Titanium Optional","Pune",2015,55000,"First",227,1498,8984,5,7.5,1,0,0,1,9
"3550","Tata Nano XTA","Coimbatore",2017,18351,"First",219,624,3748,4,3.41,0,0,1,0,7
"3551","Honda Brio VX","Pune",2013,45000,"Second",194,1198,868,5,3.25,0,0,1,1,11
"3552","Maruti Ertiga SHVS ZDI Plus","Hyderabad",2016,112200,"First",2452,1248,885,7,8.3,1,0,0,1,8
"3553","Hyundai i10 Sportz 1.2","Bangalore",2010,29000,"First",2036,1197,789,5,3.45,0,0,1,1,14
"3554","Mahindra XUV500 W10 2WD","Mumbai",2015,53392,"First",160,2179,140,7,11.95,1,0,0,1,9
"3555","Volkswagen Vento Diesel Highline","Hyderabad",2010,71000,"First",2054,1598,1036,5,4.25,1,0,0,1,14
"3556","Tata Safari Storme 2012-2015 VX","Hyderabad",2014,93000,"First",140,2179,1381,7,8.25,1,0,0,1,10
"3557","Honda Accord 2.4 Elegance M/T","Hyderabad",2010,119000,"First",102,2354,180,5,5.95,0,0,1,1,14
"3558","Maruti Eeco 7 Seater Standard","Coimbatore",2016,42225,"First",151,1196,73,7,4.3,0,0,1,1,8
"3559","Maruti Swift VDI","Ahmedabad",2012,65000,"First",229,1248,74,5,3.9,1,0,0,1,12
"3560","Maruti Baleno Zeta Automatic","Pune",2016,27809,"First",214,1197,831,5,6.41,0,0,1,0,8
"3561","Mahindra XUV500 W8 2WD","Coimbatore",2015,65100,"First",151,2179,140,7,8.36,1,0,0,1,9
"3562","Hyundai Xcent 1.2 Kappa S","Chennai",2014,51000,"First",191,1197,82,5,3.85,0,0,1,1,10
"3563","Mercedes-Benz New C-Class C 220 CDI Style","Hyderabad",2017,10000,"First",1927,2143,16762,5,36,1,0,0,0,7
"3564","Skoda Superb 1.8 TSI MT","Kolkata",2011,54895,"First",1314,1798,160,5,7.5,0,0,1,1,13
"3565","Volkswagen CrossPolo 1.5 TDI","Hyderabad",2015,80768,"First",2014,1498,8873,5,5.7,1,0,0,1,9
"3566","Maruti Ignis 1.2 Delta","Kochi",2019,12076,"First",2089,1197,8180,5,5.5,0,0,1,1,5
"3567","Maruti Swift VDI BSIV","Chennai",2016,49000,"First",252,1248,74,5,5.9,1,0,0,1,8
"3568","Honda City i VTEC VX Option","Mumbai",2015,42366,"First",178,1497,1173,5,7.75,0,0,1,1,9
"3569","BMW 5 Series 530d Highline Sedan","Ahmedabad",2010,68000,"First",115,2993,235,5,18,1,0,0,0,14
"3570","Skoda Laura Ambiente","Hyderabad",2008,122397,"First",175,1896,106,5,4.4,1,0,0,1,16
"3571","Volkswagen Polo GT TSI","Coimbatore",2017,50534,"First",1721,1197,1035,5,8.27,0,0,1,0,7
"3572","Renault Duster 85PS Diesel RxL","Ahmedabad",2014,55300,"First",1987,1461,838,5,4.75,1,0,0,1,10
"3573","Honda City 1.5 S AT","Hyderabad",2008,73095,"First",168,1497,118,5,3.8,0,0,1,0,16
"3574","Volkswagen Vento Diesel Highline","Ahmedabad",2011,51100,"First",2054,1598,1036,5,3.4,1,0,0,1,13
"3575","Hyundai Grand i10 Sportz","Pune",2016,13436,"Second",189,1197,82,5,4.7,0,0,1,1,8
"3576","Ford Fiesta 1.4 ZXi Duratec","Pune",2008,76000,"Second",166,1388,68,5,1.49,0,0,1,1,16
"3577","Hyundai Xcent 1.1 CRDi S","Mumbai",2016,63141,"Second",244,1120,71,5,4.5,1,0,0,1,8
"3578","Honda Amaze VX i-DTEC","Hyderabad",2014,74885,"First",258,1498,986,5,5.4,1,0,0,1,10
"3579","Honda City i VTEC CVT VX","Hyderabad",2016,14000,"First",180,1497,1173,5,11.5,0,0,1,0,8
"3580","Renault Fluence 1.5","Pune",2012,56000,"Second",204,1461,1085,5,3.5,1,0,0,1,12
"3581","BMW 5 Series 520d Luxury Line","Ahmedabad",2010,46000,"First",2248,1995,190,5,16.5,1,0,0,0,14
"3582","Maruti SX4 ZXI MT BSIV","Mumbai",2012,51800,"First",155,1586,1033,5,3.9,0,0,1,1,12
"3583","Honda City ZX CVT","Hyderabad",2007,81000,"First",164,1497,78,5,3.25,0,0,1,0,17
"3584","Volkswagen Ameo 1.2 MPI Comfortline","Kochi",2018,17370,"First",170,1198,7375,5,5.84,0,0,1,1,6
"3585","Volkswagen Ameo 1.2 MPI Comfortline","Hyderabad",2016,18456,"First",170,1198,7375,5,5.75,0,0,1,1,8
"3586","Audi A4 2.0 TDI Multitronic","Delhi",2010,59000,"First",1655,1968,140,5,10,1,0,0,0,14
"3587","Maruti Wagon R VXI","Mumbai",2006,141537,"Second",189,998,671,5,1.05,0,0,1,1,18
"3588","Hyundai Verna SX CRDi AT","Delhi",2013,51000,"First",1908,1582,12632,5,5.64,1,0,0,0,11
"3589","Mercedes-Benz GLC 220d 4MATIC Style","Coimbatore",2019,29311,"First",179,2143,170,5,50.97,1,0,0,0,5
"3590","BMW 3 Series Luxury Line","Mumbai",2016,31000,"First",2176,1995,190,5,29.95,1,0,0,0,8
"3591","Honda Mobilio V Option i DTEC","Mumbai",2014,80000,"Second",242,1498,986,7,4.85,1,0,0,1,10
"3592","Hyundai Creta 1.6 CRDi AT SX Plus","Hyderabad",2016,33000,"First",1701,1582,1262,5,14.5,1,0,0,0,8
"3593","Honda City 1.5 S MT","Hyderabad",2011,71556,"First",170,1497,118,5,5.5,0,0,1,1,13
"3594","Ford Fiesta 1.4 TDCi EXI","Bangalore",2011,85000,"First",178,1399,68,5,3.2,1,0,0,1,13
"3595","Maruti Swift Dzire LDI","Chennai",2016,91000,"First",2659,1248,74,5,4.5,1,0,0,1,8
"3596","Mercedes-Benz E-Class E250 CDI Launch Edition","Coimbatore",2015,73187,"First",130,2143,204,5,30.72,1,0,0,0,9
"3597","Chevrolet Captiva LT","Jaipur",2009,232000,"First",115,1991,1479,7,3.5,1,0,0,1,15
"3598","Toyota Innova 2.5 V Diesel 7-seater","Bangalore",2007,127079,"First",128,2494,102,7,6.99,1,0,0,1,17
"3599","Mahindra Quanto C8","Kochi",2014,58816,"First",1721,1493,100,7,3.45,1,0,0,1,10
"3600","Honda City i VTEC V","Kochi",2015,63818,"First",174,1497,1173,5,6.57,0,0,1,1,9
"3601","Audi A4 2.0 TDI 177 Bhp Premium Plus","Kolkata",2014,40000,"First",1711,1968,17433,5,17.5,1,0,0,0,10
"3602","Volkswagen Polo Diesel Comfortline 1.2L","Delhi",2013,77445,"First",2207,1199,739,5,3.75,1,0,0,1,11
"3603","Ford EcoSport 1.5 Petrol Titanium Plus AT","Pune",2017,14000,"First",148,1497,12136,5,9.99,0,0,1,0,7
"3604","Toyota Innova 2.5 G (Diesel) 7 Seater BS IV","Kolkata",2012,85122,"First",1299,2494,100,7,8.2,1,0,0,1,12
"3605","Honda City 1.5 EXI","Jaipur",2005,123000,"Third",130,1493,100,5,1.1,0,0,1,1,19
"3606","Maruti Alto 800 2016-2019 LXI Optional","Chennai",2015,63714,"First",247,796,473,5,2.45,0,0,1,1,9
"3607","Mercedes-Benz M-Class ML 320 CDI","Pune",2009,53000,"First",87,2987,22434,5,13.75,1,0,0,0,15
"3608","Maruti Swift Dzire LDI","Kolkata",2017,60000,"First",2659,1248,74,5,3,1,0,0,1,7
"3609","Maruti Vitara Brezza ZDi Plus Dual Tone","Ahmedabad",2017,33000,"First",243,1248,885,5,9.25,1,0,0,1,7
"3610","Volvo S60 D5 Summum","Mumbai",2013,31000,"First",132,2400,215,5,17.65,1,0,0,0,11
"3611","Toyota Fortuner 4x2 AT","Delhi",2014,79000,"First",1255,2982,1685,7,18.25,1,0,0,0,10
"3612","Hyundai i20 Sportz Option Diesel","Kochi",2013,67914,"First",230,1396,90,5,3.45,1,0,0,1,11
